Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4028",2024 Plant Hire Panel - Halloran and Sons Earth Moving Pty Ltd,25/06/2024,"1,000,000.00",AUD,Halloran & Sons Earth Moving Pty Lt,Lot 2 Sanbek Road Gumlow QLD 4815,NO,NO,OPEN,,,,,,,,CW2314501,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4029",2024 Plant Hire Panel - Safe Dig Services,25/06/2024,"1,000,000.00",AUD,Safedig Services Pty Ltd,PO Box 3293 Darra QLD 4076,NO,NO,OPEN,,,,,,,,CW2314503,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4030",2024 Plant Hire Panel - Oliver Transport,28/06/2024,"1,000,000.00",AUD,TM & JR Oliver,73 Phillips Street Cloncurry QLD 4824,NO,NO,OPEN,,,,,,,,CW2314505,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4032",2024 Plant Hire Panel - Century Cranes,25/06/2024,"1,000,000.00",AUD,Century Cranes,46 Redden Street Portsmith QLD 4870,NO,NO,OPEN,,,,,,,,CW2314509,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4033",2024 Plant Hire Panel - Townsville Earthmoving Pty Ltd,25/06/2024,"1,000,000.00",AUD,Townsville Earthmoving Pty Ltd,690-694 Ingham Road Mount Louisa QLD 4814,NO,NO,OPEN,,,,,,,,CW2314511,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4035",2024 Plant Hire Panel - O'Connor Excavations Pty Ltd,25/06/2024,"1,000,000.00",AUD,O'Connor Excavations Pty Ltd,15 Goldmine Road Eubenangee QLD 4860,NO,NO,OPEN,,,,,,,,CW2314515,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4036",2024 Plant Hire Panel - JWB Construction Pty Ltd,25/06/2024,"1,000,000.00",AUD,JWB Construction Pty Ltd,26 BLUE EAGLE DRIVE MEADOWBROOK QLD 4131,NO,NO,OPEN,,,,,,,,CW2314521,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4037",2024 Plant Hire Panel - Marks Earthworx,28/06/2024,"1,000,000.00",AUD,Marks Earthworx,113 Blackwood Street Mitchelton QLD 4053,NO,NO,OPEN,,,,,,,,CW2314523,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4038",2024 Plant Hire Panel - Dalziel Group PTY LTD,28/06/2024,"1,000,000.00",AUD,Dalziel CiviL Pty Ltd,16 Allen Court Torrington QLD 4350,NO,NO,OPEN,,,,,,,,CW2314540,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4039",2024 Plant Hire Panel - Reliable Hire,28/06/2024,"1,000,000.00",AUD,Reliable Hire,56 Enterprise Street Svennson Heights QLD 4670,NO,NO,OPEN,,,,,,,,CW2314542,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4040",2024 Plant Hire Panel - Flexihire Pty Ltd,28/06/2024,"1,000,000.00",AUD,Flexihire Pty Ltd,PO Box 29 Brisbane Markets QLD 4106,NO,NO,OPEN,,,,,,,,CW2314544,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4042",2024 Plant Hire Panel - Cheshire Contractors,25/06/2024,"1,000,000.00",AUD,Cheshire Contractors Pty Ltd,546-550 Mulgrave Road Woree QLD 4868,NO,NO,OPEN,,,,,,,,CW2316184,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4066",2024 Plant Hire Panel - Townsville Cranes Pty Ltd,5/07/2024,"1,000,000.00",AUD,Townsville Cranes Pty Ltd,3-7 Reward Court Bohle QLD 4818,NO,NO,OPEN,,,,,,,,CW2314401,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4067",2024 Plant Hire Panel - JAC CIVIL PTY LTD,9/07/2024,"1,000,000.00",AUD,JAC Civil Pty Ltd,208 Lennox Street Maryborough QLD 4650,NO,NO,OPEN,,,,,,,,CW2314406,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4068",2024 Plant Hire Panel - Tyzac Vacuum Excavation,10/07/2024,"1,000,000.00",AUD,Tyzac Vacuum Excavation,32 Moroney Place Beerwah QLD 4519,NO,NO,OPEN,,,,,,,,CW2314433,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4070",2024 Plant Hire Panel - Qube Heavy Lift Pty Ltd,5/07/2024,"1,000,000.00",AUD,Qube Heavy Lift Pty Ltd,PO Box 1064 Toombul QLD 4012,NO,NO,OPEN,,,,,,,,CW2314459,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4071",2024 Plant Hire Panel - Universal Cranes Pty Ltd,2/07/2024,"1,000,000.00",AUD,Universal Cranes Pty Ltd,37 Paringa Road Murarrie QLD 4172,NO,NO,OPEN,,,,,,,,CW2314461,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4072",2024 Plant Hire Panel - Ingauge Civil and Rail,5/07/2024,"1,000,000.00",AUD,Ingauge Civil and Rail Pty Ltd,461 Upper Brookfield Rd Upper Brookfield QLD 4069,NO,NO,OPEN,,,,,,,,CW2314473,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4073",2024 Plant Hire Panel - Mears Construction and Training Pty Ltd,5/07/2024,"1,000,000.00",AUD,Mears Construction & Training P/L,Lot 1 Hynes Street South Johnstone QLD 4859,NO,NO,OPEN,,,,,,,,CW2314476,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4074",2024 Plant Hire Panel - Bebrok Excavations,5/07/2024,"1,000,000.00",AUD,Bebrok Excavations Pty Ltd,5 Kessling Avenue Kunda Park QLD 4556,NO,NO,OPEN,,,,,,,,CW2314527,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4075",QITC - 2024 ICT Data and Automation Capability Partner,3/07/2024,"1,000,000.00",AUD,Blackbook AI,300 Queen Street Brisbane QLD 4000,NO,NO,SELECTIVE,,,,,,,,CW2315207,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4076",2017 CW2261833 ETCS Inner City Project Legal Advisor,20/10/2017,"1,000,000.00",AUD,Minter Ellison,1 Eagle Street Brisbane Waterfront Place QLD 4000,NO,NO,LIMITED,Not practical to change supplier,,,,,,,CW2315824,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4077",2024 Plant Hire Panel - JK Cartage,5/07/2024,"1,000,000.00",AUD,JK Cartage Pty Ltd,11 Timms Road Everton Hills QLD 4053,NO,NO,OPEN,,,,,,,,CW2316627,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4104",2024 Plant Hire Panel - Dalziel Group Pty Ltd,9/07/2024,"1,000,000.00",AUD,Dalziel CiviL Pty Ltd,16 Allen Court Torrington QLD 4350,NO,NO,OPEN,,,,,,,,CW2319447,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4107",2024 Senior Concept Engineer - Tactix Group,25/07/2024,"1,000,000.00",AUD,Tactix Group Pty Ltd,80 George Street The Rocks NSW 2000,NO,NO,OPEN,,,,,,,,CW2319523,,CW2305415,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4116",2024 Plant Hire Panel - Oliver Transport,16/07/2024,"1,000,000.00",AUD,Oliver Transport Pty Ltd,73 Phillips Street Cloncurry QLD 4824,NO,NO,OPEN,,,,,,,,CW2319648,,CW2312331,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,3/07/2024,"980,408.00",AUD,JSG Industrial,PO Box 333 Milperra NSW 2214,NO,NO,LIMITED,Urgency / Emergency,,,,,,,4502817654,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 BUNDABERG STATION UPGRADE,12/02/2024,"949,049.00",AUD,PDT Architects,345 Queen Street Brisbanel QLD 4000,YES,NO,OPEN,,,,,,,,CW2315951,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CRR CHANGE AND ADOPTION CURRENT STATE ASSESSMENT AND STRATEGIC RISK PROFILE,19/10/2023,"901,379.00",AUD,Ampersand Advisory,22 Delhi Street West Perth WA 6005,YES,NO,SELECTIVE,,,,,,,,CW2312699,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4108",2024 Senior Concept Engineer - Quantum Rail,25/07/2024,"900,000.00",AUD,Quantum Rail Pty Ltd,80 Collins Street Melbourne VIC 3000,NO,NO,OPEN,,,,,,,,CW2319525,,CW2305415,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4105",2024 Signalling Project Coordinator - Groves Signalling Consultants,23/07/2024,"840,000.00",AUD,Groves Signalling Consultants Pty L,39 Oxford Street Nundah QLD 4012,NO,NO,OPEN,,,,,,,,CW2319517,,CW2305415,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4106",2024 Signalling Project Coordinator - JMDR Engineering,22/07/2024,"840,000.00",AUD,JMDR Engineering Pty Ltd,51 Druitt Street Sydney NSW 2000,NO,NO,OPEN,,,,,,,,CW2319519,,CW2305415,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4057",2024 Enterprise Data Platform,31/05/2024,"833,000.00",AUD,Accenture Australia Holdings Pty Lt,3 Sussex street Barangaroo NSW 2000,NO,NO,SELECTIVE,,,,,,,,CW2318574,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,22/07/2024,"825,396.00",AUD,Aurizon Operations Limited,PO Box 456 Brisbane QLD 4001,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,4502822307,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4099",2024 Mt. Isa Bridges Alkali-Silica Reaction - Lifecycle Management,29/07/2024,"821,771.75",AUD,Arup Australia Pty Ltd,151 Clarence Street Sydney NSW 200,NO,NO,OPEN,,,,,,,,CW2319063,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4112",2024 Signal Design Production Officer - Rail Force,25/07/2024,"780,000.00",AUD,Rail Force Pty Ltd,PO Box 747 Mt Ommaney QLD 4074,NO,NO,OPEN,,,,,,,,CW2319554,,CW2305415,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4119",2024 WOG Master Media Advertising Placement and Strategy Services,31/07/2024,"700,000.00",AUD,EssenceMediacom Australia P/L,65 Berry Street North Sydney QLD 2060,NO,NO,OPEN,,,,,,,,CW2319917,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4056",2024 Cloud Modernisation (Workload Migration Design and Private Cloud),23/05/2024,"671,662.03",AUD,DXC Technology Australia Pty Limite,26 Talavara Road Macquarie Park NSW 2113,NO,NO,OPEN,,,,,,,,CW2318570,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4110",2024 Signal Design Production Officer - Systra Rail Systems Australia,29/07/2024,"660,000.00",AUD,Rail Systems Australia,PO Box 7063 Cloisters Square PO WA 6850,NO,NO,OPEN,,,,,,,,CW2319549,,CW2305415,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4058",2024 Data Quality and Governance,31/05/2024,"633,200.00",AUD,Accenture Australia Holdings Pty Lt,3 Sussex street Barangaroo NSW 2000,NO,NO,SELECTIVE,,,,,,,,CW2318577,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,29/07/2024,"605,000.00",AUD,Rail Force Pty Ltd,PO Box 747 Mt Ommaney QLD 4074,NO,NO,OPEN,,,,,,,,4502823202,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 PROCUREMENT PROCESS REDESIGN (PART A),23/05/2024,"589,806.00",AUD,Ernst & Young,1 Eagle Street Brisbane QLD 4000,YES,NO,SELECTIVE,,,,,,,,CW2318106,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4002",2023 QR Safety Critical Psychometric Testing,10/06/2024,"553,600.00",AUD,Veedre Pty Ltd,1000 Waterworks Road The Gap QLD 4061,NO,NO,OPEN,,,,,,,,CW2311756,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - CENTAMAN SYSTEMS - CENTAMAN,2/11/2015,"516,623.18",AUD,Centaman Systems Pty Ltd,127 Alexander Street Crows Nest NSW 2065,YES,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2242579,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4111",2024 Signal Design Production Officer - JMD Railtech,25/07/2024,"516,000.00",AUD,JMDR Engineering Pty Ltd,51 Druitt Street Sydney NSW 2000,NO,NO,OPEN,,,,,,,,CW2319551,,CW2305415,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,1/07/2024,"511,500.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,NO,NO,OPEN,,,,,,,,4502817132,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,29/07/2024,"495,000.00",AUD,Tactix Group Pty Ltd,80 George Street The Rocks NSW 2000,NO,NO,,,,,,,,,4502823204,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4079",2024 Major Rail Project Requirements Framework,23/07/2024,"470,000.00",AUD,SNC-Lavalin Australasia Pty Ltd,45 Clarence Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2316807,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,3/07/2024,"466,092.00",JPY,Hitachi Australia Pty Ltd,123 Epping Road North Ryde NSW 2113,NO,NO,,,,,,,,,4502817591,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,29/07/2024,"462,000.00",AUD,Mott MacDonald Australia,PO Box 3400 Adelaide SA 5000,NO,NO,,,,,,,,,4502823203,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4054",2024 Learning Platform,30/05/2024,"450,000.00",AUD,Linkedin Singapore Pte Ltd,1 Martin Place Sydney NSW 2000,NO,NO,,,,,,,,,CW2318439,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4095",2024 Provision of Supply of Overhead Line Equipment,23/07/2024,"436,515.00",AUD,Preformed Line Products,190 Power Street Glendenning NSW 2761,NO,NO,,,,,,,,,CW2318752,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4080",2024 Provision of Category Strategy Development and Capability Uplift for ICT and Corporate Services,9/07/2024,"416,055.00",AUD,MinterEllison Consulting Pty Limite,1 Farrer Place Sydney NSW 2000,NO,NO,,,,,,,,,CW2316896,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4082",RC1 and RC2 Accessibility Improvement Meeting Room Modifications,2/07/2024,"387,208.80",AUD,Quadric Pty Ltd,31 Barry Parade Fortitude Valley QLD 4006,NO,NO,,,,,,,,,CW2317534,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,1/07/2024,"382,800.00",AUD,Ultimate Australia Transportation,30 Paramount Boulevard Cranbourne West VIC 3977,NO,NO,,,,,,,,,4502817218,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4109",2024 Senior Concept Engineer - Omada Rail,29/07/2024,"361,600.00",AUD,Omada Rail Pty Ltd,50 McDougall Street Milton QLD 4064,NO,NO,,,,,,,,,CW2319527,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4050",2024 - Inner City Interlocking Replacement,6/06/2024,"350,000.00",AUD,Alstom Transport Australia Pty Ltd,16 Giffnock Avenue MacQuarie Park NSW 2113,NO,NO,,,,,,,,,CW2317933,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4078",2024 Legal Migration Partner,5/07/2024,"343,000.00",AUD,Fragomen Australia Pty Ltd,"Level 19, 201 Elizabeth Street Sydney NSW 2000",NO,NO,,,,,,,,,CW2316651,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",INSURANCE SPARE,5/07/2024,"312,082.82",AUD,AC Hargreaves Pty Ltd,28 Hasp Street Seventeen Mile Rocks QLD 4073,NO,NO,,,,,,,,,4502818009,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2024 INNER CITY ACCOMMODATION ANALYSIS AND PLAN,27/03/2024,"298,919.00",AUD,KPMG,PO Box 2291U Melbourne VIC 3000,YES,NO,,,,,,,,,CW2316263,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4084",2024 ETCS TCSE Support,25/07/2024,"282,880.00",AUD,Omada Rail Pty Ltd,50 McDougall Street Milton QLD 4064,NO,NO,,,,,,,,,CW2318008,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4044",QITC - 2024 SafetyCulture (formerly iAuditor) Licence Subscription,26/06/2024,"272,160.00",AUD,SafetyCulture Pty Ltd,221 Sturt Street Townsville QLD 4810,NO,NO,,,,,,,,,CW2316414,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,2/07/2024,"265,866.36",AUD,Joe Bradley Fibreglass Pty Ltd,PO Box 5090 Brendale QLD 4500,NO,NO,,,,,,,,,4502817331,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAVEL,30/07/2024,"261,096.00",AUD,Black & White Cabs,PO Box 1097 Brisbane Airport QLD 4007,NO,NO,,,,,,,,,4502823368,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4091",2024 Target Inventory Management Framework (Part B),31/07/2024,"256,760.00",AUD,Infosys Portland,68 Pitt Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2318644,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4098",2024 Graceville Station Platform Extension and Ramp Concreting Works (B.06054),18/07/2024,"254,000.00",AUD,Rail & Civil Group,2-28 Lakeside Drive Carbrook QLD 4130,NO,NO,,,,,,,,,CW2319000,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,16/07/2024,"250,000.00",AUD,Townsville City Council,PO Box 1268 Townsville QLD 4810,NO,NO,,,,,,,,,4502819799,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 STRUCTURAL INSPECTION AND SURVEY CORPORATE FACILITIES SITES,5/02/2024,"248,000.00",AUD,Arcadis Australia Pacific Pty Ltd,580 George Street Sydney NSW 2000,YES,NO,,,,,,,,,CW2313946,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4046",RC1 and RC2 Accessibility Improvement Ambulant Toilets,24/06/2024,"241,511.60",AUD,Quadric Pty Ltd,31 Barry Parade Fortitude Valley QLD 4006,NO,NO,,,,,,,,,CW2317532,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4048",2024 - Operational Technology (OT) Data infrastructure and firewall uplift,25/06/2024,"224,122.00",AUD,U&U Pty Ltd,259 Queen Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2317740,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,16/07/2024,"220,000.00",AUD,UnityWater,PO Box 953 Caboolture QLD 4510,NO,NO,,,,,,,,,4502819818,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,11/07/2024,"207,883.50",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502818916,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4113",2022 Systems Engineering Safety Assurance (SESA) Consultancy Panel - NIRE GROUP - novated from Pinkstone,31/07/2024,"201,000.00",AUD,Nire Group Pty Ltd,306 Savages Road Brookfield QLD 4069,NO,NO,,,,,,,,,CW2319601,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4061",2020 WOG Legal Services Panel - Barry Nilsson,13/06/2023,"200,000.00",AUD,Barry Nilsson,level 21 215 Adelaide Street Brisbane QLD 4001,NO,NO,,,,,,,,,CW2318769,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4003",2023 - Wolffdene Site Licence Agreement,4/09/2023,"198,299.15",AUD,Indara Infrastructure Pty Ltd,110 Pacific Highway St Leonards NSW 2065,NO,NO,,,,,,,,,CW2313913,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING,11/07/2024,"182,397.27",AUD,MMS Group Pty Ltd,15 Industrial Avenue Molendinar QLD 4214,NO,NO,,,,,,,,,4502819038,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAVEL,30/07/2024,"174,240.00",AUD,Yellow Cabs Australia Pty Ltd,PO Box 1099 Woolloongabba QLD 4102,NO,NO,,,,,,,,,4502823371,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,12/07/2024,"171,770.50",AUD,A2O Traffic Solutions,PO Box 747 Deeragun QLD 4818,NO,NO,,,,,,,,,4502819240,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICITY GENERAL,10/07/2024,"151,127.43",AUD,Cushman & Wakefield,"Level 9, 385 Bourke Street Melbourne VIC 3000",NO,NO,,,,,,,,,4502818650,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4045",GITC - 2024 Informatica MDM Tool,30/06/2024,"144,683.72",AUD,Informatica Australia Pty Ltd,255 George Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2317514,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4052",TC's - 2024 BMC Control M Software,21/05/2024,"140,647.69",AUD,BMC Software Australia Pty Ltd,383 Kent Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2318243,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,22/07/2024,"121,660.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,NO,NO,,,,,,,,,4502822319,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4051",TC's - 2024 Trim Support and Maintenance,30/06/2024,"120,753.03",AUD,Miktysh Solutions,110 Mary Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2318236,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4103",2024 Accessibility Stakeholder Engagement Services QCP0050,18/07/2024,"120,000.00",AUD,The Phillips Group,GPO Box 1564 Brisbane QLD 4001,NO,NO,,,,,,,,,CW2319372,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4047",RC1 and RC2 Accessibility Improvement Stair Modifications,4/06/2024,"115,182.00",AUD,Ulex Constructions Pty Ltd,50 French Street Eagle Farm QLD 4009,NO,NO,,,,,,,,,CW2317537,,,,,
