Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,21/07/2023,"54,800.90",AUD,RJ Earthworks Qld Pty Ltd,PO Box 443 Gatton QLD 4343,NO,NO,,,,,,,,,4502689142,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,14/07/2023,"53,471.00",AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502688017,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Vegetation Management,31/07/2023,"50,600.00",AUD,Tree Acq Pty Ltd,Po Box 165 Doonside NSW 2767,NO,NO,,,,,,,,,4502695307,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,8/12/2022,"50,185.67",AUD,ABB Australia Pty Ltd,1 Lavarack Avenue Eagle Farm QLD 4009,YES,NO,,,,,,,,,4502607564,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2014 DEBT RECOVERY SERVICES,10/10/2019,"50,000.00",AUD,Commercial Credit Services Pty Ltd,PO Box 453 Huntingwood NSW 2148,YES,NO,,,,,,,,,CW2278643,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,10/07/2023,"48,554.88",AUD,Trojan Recruitment Group Pty Ltd,PO Box P/BAG 9 Glebe NSW 2037,NO,NO,,,,,,,,,4502687308,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,13/07/2023,"48,087.50",AUD,Altus Traffic Pty Ltd,600 Lorimer Street Port Melbourne VIC 3207,NO,NO,,,,,,,,,4502687810,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/07/2023,"47,300.00",AUD,Creditor Watch Pty Ltd,25 Martin Place Sydney NSW 2000,NO,NO,,,,,,,,,4502687624,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,7/07/2023,"45,762.20",AUD,Sure Power,4 Manilla Street East Brisbane QLD 4169,NO,NO,,,,,,,,,4502685026,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2023 NUNDAH STATION ARTWORKS,26/06/2023,"44,998.72",AUD,Simon Degroot,141 Temple Street Coorparoo QLD 4151,NO,NO,,,,,,,,,CW2308474,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/07/2023,"42,938.50",AUD,Negotiation Partners Pty Ltd,17288 Sydney NSW 2000,NO,NO,,,,,,,,,4502695322,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/07/2023,"42,779.00",AUD,Heinzmann Australia Pty Ltd,10 Virginia Street Geebung QLD 4034,NO,NO,,,,,,,,,4502688953,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,15/02/2023,"40,835.30",AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,YES,NO,,,,,,,,,4502629939,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,27/07/2023,"39,529.07",AUD,Boral Resources Qld Pty Ltd,Cnr Anzac & Alderley Streets Toowoomba QLD 4350,NO,NO,,,,,,,,,4502690132,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,13/07/2023,"38,720.00",AUD,Queensland Decal Pty Ltd,29 Collinsvale Street Rocklea QLD 4106,NO,NO,,,,,,,,,4502687841,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,31/07/2023,"36,885.20",AUD,Comsteel,PO Box 14 Waratah NSW 2298,NO,NO,,,,,,,,,4502695147,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,3/02/2023,"36,141.06",AUD,Drivetrain Australia Pty Ltd,PO Box 655 Welshpool WA 6106,YES,NO,,,,,,,,,4502627982,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PIPE TUBE HOSE & FIT,3/07/2023,"35,722.50",AUD,Flotech Controls Pty Ltd,1 Anderson Street Botany NSW 2019,NO,NO,,,,,,,,,4502684283,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,24/07/2023,"35,375.51",AUD,GTB Aries Pty Ltd,10 Mackie Way Brendale QLD 4500,NO,NO,,,,,,,,,4502689385,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,19/07/2023,"33,749.46",AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502688805,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FENCING CONTRACTS,24/07/2023,"33,289.08",AUD,HWC Group Pty Ltd,61 Canterbury Road Emerald QLD 4720,NO,NO,,,,,,,,,4502689437,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TIMBR PLYWOOD VENEER,25/07/2023,"32,486.99",AUD,Enrights Sawmill Pty Ltd,144 Brisbane Street Beaudesert QLD 4285,NO,NO,,,,,,,,,4502689702,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,13/07/2023,"32,101.85",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502687866,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/07/2023,"31,647.00",AUD,Vossloh Cogifer Australia Pty Ltd,PO Box 1248 Castlemaine VIC 3450,NO,NO,,,,,,,,,4502687585,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,19/07/2023,"31,269.70",AUD,CSA Specialised Services P/L,134 Logis Blvd Dandenong South VIC 3175,NO,NO,,,,,,,,,4502688667,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,12/07/2023,"31,006.80",AUD,Macpherson James Civil Pty Ltd,PO Box 340 Rocklea QLD 4106,NO,NO,,,,,,,,,4502687755,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,18/05/2023,"30,357.57",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,YES,NO,,,,,,,,,4502664350,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,25/07/2023,"30,229.76",AUD,Unispan Australia Pty Ltd,22A SPANNS ROAD BEENLEIGH QLD 4207,NO,NO,,,,,,,,,4502689658,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,26/07/2023,"30,195.00",AUD,Galiyarr Technologies Pty Ltd,40 McNeill Road Kallangur QLD 4503,NO,NO,,,,,,,,,4502689853,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/07/2023,"30,118.00",AUD,Hanby Welding & Engineering Pty Ltd,PO Box 401 Portsmith QLD 4870,NO,NO,,,,,,,,,4502688128,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,19/07/2023,"29,700.00",AUD,Berendsen Fluid Power Aust Pty Ltd,20 Bernoulli Street Richlands QLD 4077,NO,NO,,,,,,,,,4502688683,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,11/07/2023,"29,386.50",AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,,4502687570,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PPE SAFETY EQUIPMENT,12/07/2023,"29,304.00",AUD,Products Now,17 Sargeant Street Gulliver QLD 4812,NO,NO,,,,,,,,,4502687775,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,19/07/2023,"29,135.70",AUD,Environmental Earth Sciences Qld,PO Box 3207 Newstead QLD 4006,NO,NO,,,,,,,,,4502688739,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/07/2023,"27,500.00",AUD,Corporate Scorecard Pty Ltd,PO Box 709 North Sydney NSW 2060,NO,NO,,,,,,,,,4502687599,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,12/07/2023,"27,500.00",AUD,Danny Forbes Transport P/L,PO Box 1430 Roma QLD 4455,NO,NO,,,,,,,,,4502687660,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/07/2023,"27,445.00",AUD,Sparc Solution Positive,PO Box 1777 Toowong QLD 4066,NO,NO,,,,,,,,,4502685188,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/07/2023,"27,434.00",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502687818,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,18/07/2023,"27,307.50",AUD,Melrose Mobile Hydraulics Pty Ltd,PO Box 4182 Edgeworth NSW 2285,NO,NO,,,,,,,,,4502688518,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TEXTILES & TENTS,4/07/2023,"27,225.00",AUD,Coman Textiles Pty Ltd,PO Box 485 Springwood QLD 4127,NO,NO,,,,,,,,,4502684547,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,5/07/2023,"27,194.10",AUD,Booth Rural,PO Box 3343 Hermit Park QLD 4812,NO,NO,,,,,,,,,4502684617,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,13/07/2023,"27,104.00",AUD,Sparc Solution Positive,PO Box 1777 Toowong QLD 4066,NO,NO,,,,,,,,,4502687975,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BEARINGS,4/07/2023,"27,093.00",AUD,NSK Australia Pty Ltd,100 Logis Boulevard Dandenong South VIC 3175,NO,NO,,,,,,,,,4502684523,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,26/07/2023,"26,620.00",AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502689932,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,28/07/2023,"26,413.20",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502691919,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FOOD AND BEVERAGES,10/07/2023,"26,400.00",AUD,Barrons Bistro,PO Box 41 Freshwater QLD 4870,NO,NO,,,,,,,,,4502685227,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/07/2023,"26,070.00",AUD,Envirowatt Pty Ltd,PO Box 3207 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502689079,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,11/07/2023,"25,938.00",AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,,4502687438,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,17/07/2023,"25,850.00",AUD,Action Corrosion Pty Ltd,18 Industry Drive Tweed Heads South NSW 2486,NO,NO,,,,,,,,,4502688367,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/07/2023,"25,825.50",AUD,Penske Australia Pty Ltd,196 Viking Drive Wacol QLD 4076,NO,NO,,,,,,,,,4502684737,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/07/2023,"25,712.50",AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502684812,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,26/07/2023,"25,696.00",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502689789,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,6/07/2023,"25,630.00",AUD,Industrial Hydraulics Pty Ltd,121 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502685008,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/07/2023,"25,422.40",AUD,Western Downs Traffic Control,PO Box 157 Dalby QLD 4405,NO,NO,,,,,,,,,4502689169,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,28/07/2023,"25,139.55",AUD,Penske Australia Pty Ltd,196 Viking Drive Wacol QLD 4076,NO,NO,,,,,,,,,4502691637,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/11/2022,"24,948.00",AUD,Comrail Pty Ltd,6 Arvida Street Malaga WA 6090,YES,NO,,,,,,,,,4502600162,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/07/2023,"24,915.83",AUD,Trelleborg Marine Systems Australia,195 Wellington Road Clayton VIC 3168,NO,NO,,,,,,,,,4502684492,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/12/2022,"24,889.08",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502608077,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,26/07/2023,"24,838.00",AUD,Tyree Industries Pty Ltd,PO Box 191 Braemar NSW 2575,NO,NO,,,,,,,,,4502689845,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONFERENCES,28/07/2023,"24,750.00",AUD,Kallibr Training,PO Box 56 Salisbury QLD 4107,NO,NO,,,,,,,,,4502693749,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,31/07/2023,"24,530.00",AUD,KH1 Pty Ltd,114 National Boulevard Campbellfield VIC 3061,NO,NO,,,,,,,,,4502695234,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,12/07/2023,"24,475.00",AUD,Oakhurst Excavation Pty Ltd,PO Box 1217 Maryborough QLD 4650,NO,NO,,,,,,,,,4502687759,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,26/07/2023,"24,200.00",AUD,Andrew Ladlay Architect,35 O'Donnell Street Wavell Hights QLD 4012,NO,NO,,,,,,,,,4502690007,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,13/07/2023,"24,151.60",AUD,RJ Earthworks Qld Pty Ltd,PO Box 443 Gatton QLD 4343,NO,NO,,,,,,,,,4502687830,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/07/2023,"24,112.00",AUD,Wongabel Quarries N Concrete,PO Box 1336 Atherton QLD 4883,NO,NO,,,,,,,,,4502684377,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,17/07/2023,"24,050.40",AUD,Oakhurst Excavation Pty Ltd,PO Box 1217 Maryborough QLD 4650,NO,NO,,,,,,,,,4502688325,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,25/07/2023,"23,999.00",AUD,Farm and Garden Products P/L,PO Box 5895 Norman Gardens QLD 4701,NO,NO,,,,,,,,,4502689662,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PPE SAFETY EQUIPMENT,18/07/2023,"23,942.90",AUD,Products Now,17 Sargeant Street Gulliver QLD 4812,NO,NO,,,,,,,,,4502688557,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/07/2023,"23,606.00",AUD,Mega Electrics AUS,93 Rochedale Road Rochdale QLD 4123,NO,NO,,,,,,,,,4502689503,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,28/07/2023,"23,553.20",AUD,Mega Electrics AUS,93 Rochedale Road Rochdale QLD 4123,NO,NO,,,,,,,,,4502690883,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,24/07/2023,"23,408.00",AUD,Clift Engineering Pty Ltd,6 Chelmsbrook Drive Rainbow Flat NSW 2430,NO,NO,,,,,,,,,4502689336,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,28/07/2023,"23,326.16",AUD,Penske Australia Pty Ltd,196 Viking Drive Wacol QLD 4076,NO,NO,,,,,,,,,4502691874,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/07/2023,"23,254.00",AUD,TXM Lean Solutions Pty Ltd,134 Cambridge Street Collingwood VIC 3066,NO,NO,,,,,,,,,4502689225,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,3/07/2023,"23,221.37",AUD,J Blackwood & Son Ltd,PO Box 277 Maryborough QLD 4650,NO,NO,,,,,,,,,4050473607,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/07/2023,"23,221.00",AUD,Mega Electrics AUS,93 Rochedale Road Rochdale QLD 4123,NO,NO,,,,,,,,,4502689482,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/07/2023,"23,177.00",AUD,Alligator Mobile Welding,PO Box 476 Alligator Creek QLD 4816,NO,NO,,,,,,,,,4502687814,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,31/07/2023,"22,897.67",AUD,Drivetrain Australia Pty Ltd,PO Box 655 Welshpool WA 6106,NO,NO,,,,,,,,,4502693778,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/07/2023,"22,848.61",AUD,Atom Supply,PO Box 1141 Cloverdale WA 6985,NO,NO,,,,,,,,,4502687993,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,21/07/2023,"22,825.00",AUD,KH1 Pty Ltd,114 National Boulevard Campbellfield VIC 3061,NO,NO,,,,,,,,,4502689230,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,10/07/2023,"22,687.50",AUD,Wongabel Quarries N Concrete,PO Box 1336 Atherton QLD 4883,NO,NO,,,,,,,,,4502687343,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,12/07/2023,"22,466.40",AUD,Dellner Couplers Australia Pty Ltd,8 Newry Drive New Gisborne VIC 3438,NO,NO,,,,,,,,,4502687648,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,10/07/2023,"22,245.00",AUD,Jada Excavations Pty Ltd,2 McLean Street Pittsworth QLD 4356,NO,NO,,,,,,,,,4502685235,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/07/2023,"21,898.80",AUD,Alligator Mobile Welding,PO Box 476 Alligator Creek QLD 4816,NO,NO,,,,,,,,,4502687835,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/06/2023,"21,890.53",AUD,Fluid Precision Pty Ltd,85 Kabi Circuit Deception Bay QLD 4508,YES,NO,,,,,,,,,4502672818,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,12/07/2023,"21,780.00",AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502687699,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,10/07/2023,"21,736.00",AUD,JWB Construction Pty Ltd,26 BLUE EAGLE DRIVE MEADOWBROOK QLD 4131,NO,NO,,,,,,,,,4502686541,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,5/07/2023,"21,059.50",AUD,Dare Industrial Pty Ltd,6 Whispering Pines Drive Highfields QLD 4352,NO,NO,,,,,,,,,4502684668,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/07/2023,"20,849.40",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502689828,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/07/2023,"20,691.00",AUD,Fastron Electronics,9b Lakewood Boulevard Braeside VIC 3195,NO,NO,,,,,,,,,4502684619,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,12/07/2023,"20,652.50",AUD,Smart Engineering (QLD) Pty Ltd,101 Randolph Street Rocklea QLD 4106,NO,NO,,,,,,,,,4502687726,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,18/07/2023,"20,636.00",AUD,Comrail Pty Ltd,6 Arvida Street Malaga WA 6090,NO,NO,,,,,,,,,4502688593,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,10/07/2023,"20,587.25",AUD,Tait Electronics (Aust) Pty Ltd,PO Box 679 Virginia QLD 4014,NO,NO,,,,,,,,,4502687300,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,14/07/2023,"20,570.00",AUD,APC Technology,177 William Street Darlinghurst NSW 2010,NO,NO,,,,,,,,,4502688144,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/07/2023,"20,438.91",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502689186,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,5/07/2023,"20,394.00",AUD,Seats R Us,1620 Ipswich Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502684627,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,17/07/2023,"20,394.00",AUD,Dynaciv Pty Ltd,193 South Pine Road Brendale QLD 4500,NO,NO,,,,,,,,,4502688368,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING EQUIP & SUP,21/07/2023,"20,240.00",AUD,Karcher,1 Beaudesert Road Acacia Ridge QLD 4110,NO,NO,,,,,,,,,4502689112,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,24/07/2023,"19,960.60",AUD,Alstom Transport Australia Pty Ltd,16 Giffnock Avenue MacQuarie Park NSW 2113,NO,NO,,,,,,,,,4502689537,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,13/07/2023,"19,910.00",AUD,RJ Earthworks Qld Pty Ltd,PO Box 443 Gatton QLD 4343,NO,NO,,,,,,,,,4502687863,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FOOD AND BEVERAGES,3/07/2023,"19,800.00",AUD,The Fruit Box Group Pty Ltd,56-62 Bakehouse Road Kensington VIC 3031,NO,NO,,,,,,,,,4502684298,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,16/01/2023,"19,693.52",AUD,Eagletech Engineering,147 3 Mort Street Lithgow NSW 2790,YES,NO,,,,,,,,,4502618697,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,29/07/2023,"19,504.52",AUD,Enzed Brisbane Central,352 Nudgee Road Hendra QLD 4011,NO,NO,,,,,,,,,4502693764,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/07/2023,"19,470.00",AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,,4502684419,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/05/2023,"19,442.29",AUD,UGL Engineering Pty Ltd,49 Borthwick Avenue Murarrie QLD 4172,YES,NO,,,,,,,,,4502666807,,,,,
