Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,2/11/2015,"9,196.00",AUD,APNIC Pty Ltd,PO Box 3646 South Brisbane QLD 4101,YES,NO,,,,,,,,CW2242691,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4074",TRAINING SERVICES,26/07/2018,"150,000.00",AUD,Actrua,288 Edward Street Brisbane QLD 4000,YES,NO,,,,,,,,CW2268287,,CW2261412,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4104",TRAINING SERVICES,22/03/2019,"150,000.00",AUD,Davidson HR Consulting Pty Ltd,GPO Box 2572 Brisbane QLD 4000,YES,NO,,,,,,,,CW2272790,,CW2261412,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4136",IT Desktop - SW/HW & Services,4/12/2020,"147,240.00",AUD,Price Waterhouse Coopers,201 Sussex Street Sydney NSW 2000,NO,NO,,,,,,,,CW2287346,,CW2282635,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4040",CONSULTANTS,8/12/2017,"103,425.00",AUD,RPS Australia East Pty Ltd,PO Box 1559 Fortitude Valley QLD 4006,YES,NO,,,,,,,,CW2261794,,CW2258961,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4038",PROFESSIONAL SERVICE,7/03/2018,"68,176.00",AUD,Cardno Qld Pty Ltd,PO Box 1619 Cairns North QLD 4870,YES,NO,,,,,,,,CW2261706,,CW2258961,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4126",Consulting Services,1/03/2018,"40,000.00",AUD,Price Waterhouse Coopers,201 Sussex Street Sydney NSW 2000,YES,NO,,,,,,,,CW2278607,,CW2278421,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4131",IT Desktop - SW/HW & Services,1/07/2010,"37,355.01",AUD,InterDynamics Pty Ltd,320 Adelaide Street Brisbane QLD 4000,NO,NO,,,,,,,,CW2276244,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4137",Other Direct Professional Services,14/12/2020,"24,500.00",AUD,Ranbury Management Group Pty Ltd,270 Adelaide Street Brisbane QLD 4000,NO,NO,,,,,,,,CW2288561,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV OFFICE MACHINES,3/12/2020,82500,AUD,E3 Advisory Pty Ltd,10 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,4502380008,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,22/12/2020,60500,AUD,Moore Civil and Plant Hire Pty Ltd,PO Box 333 Longreach QLD 4730,NO,NO,,,,,,,,4502386741,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,8/09/2020,24013,AUD,Fleettek Engineering Solutions Pty,10 Bradford Street Alexandria NSW 2015,YES,NO,,,,,,,,4502353869,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,18/09/2020,18749.5,AUD,Fleettek Engineering Solutions Pty,10 Bradford Street Alexandria NSW 2015,YES,NO,,,,,,,,4502357506,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OPSTRVTRAIN KSR,24/09/2020,14102.517,AUD,Hanby Welding & Engineering Pty Ltd,PO Box 401 Portsmith QLD 4870,YES,NO,,,,,,,,4502358307,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/10/2020,13653.937,AUD,Austbreck Pty Ltd,36 Westpool Drive Hallam VIC 3803,YES,NO,,,,,,,,4502364673,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/12/2020,11561,AUD,Height Dynamics Pty Ltd,PO Box 527 Albion QLD 4010,NO,NO,,,,,,,,4502381297,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",WASTE DISPOSAL,31/07/2018,"26,500,000.00",AUD,Remondis Australia Pty Ltd,69 Grindle Road Rocklea QLD 4106,YES,NO,OPEN,Stand alone,Unlimited,"Non-Price Criteria
1. General Compliance - Pass or Fail
2. Operational Requirements Compliance - Pass or Fail
3. Physical and Commercial Capability - 40%
4. Health and Safety Management, Environmental Management, Quality Assurance and Risk Management - 40%
5. Pricing Methodology - 20%

Overall Criteria
Non-Price Score - 60%
Price Score - 40%",Provision of Waste Management Services,Not applicable,"Queensland Rail may conduct periodic reviews of the provision of the Services to assess the Contractor's performance, to seek improvements in the provision of the Services  and to resolve any issues that may arise. The Contractor must cooperate in the review process by supplying Queensland Rail with any documents reasonably required by Queensland Rail and must comply with all recommendations that result from the review.",CW2268426,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,12/07/2018,"19,164,000.00",AUD,Georges Loader Hire Pty Ltd,262 Bowhill Road Willawong QLD 4110,YES,NO,OPEN,Member of Panel,Unlimited,"Experience & Capability - 35%
Plant - 30%
Safety & Environment - 35%",Provision of equipment hire (wet and dry) to supplement Queensland Rail Works and requirements on Queensland Rail’s network,Not applicable,Vendor performance reporting needs to be performed at individual vendor level. To allow for this a vendor’s performance is to be reviewed at the completion of each provision of work.,CW2265043,,CW2262524,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ALTERNATE TRANSPORT,2/02/2017,"7,800,000.00",AUD,RJ Willey Transport Pty Ltd,PO Box 406 Deeragun QLD 4818,YES,NO,OPEN,,,,,,,CW2253737,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,26/07/2018,"6,900,000.00",AUD,Macpherson James Civil Pty Ltd,PO Box 340 Rocklea QLD 4106,YES,NO,OPEN,,,,,,,CW2265109,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/12/2017,"3,000,000.00",AUD,SMEC Australia Pty Ltd,PO Box 5333 South Brisbane QLD 4101,YES,NO,OPEN,,,,,,,CW2261798,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,26/07/2018,"2,851,000.00",AUD,Alligator Mobile Welding,PO Box 476 Alligator Creek QLD 4816,YES,NO,OPEN,,,,,,,CW2264963,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,12/07/2018,"2,500,000.00",AUD,Joe Wagner Group Pty Ltd,15 Parker Street Drayton QLD 4350,YES,NO,OPEN,,,,,,,CW2265083,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,26/07/2018,"1,670,000.00",AUD,Wongabel Quarries N Concrete,PO Box 1336 Atherton QLD 4883,YES,NO,OPEN,,,,,,,CW2265269,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,8/04/2019,"1,530,000.00",AUD,Otto Housing and Commercial,66 Chapman Drive Wamuran QLD 4512,YES,NO,OPEN,,,,,,,CW2274026,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PRINTING SERVICES,26/07/2018,"1,411,253.00",AUD,CPX Printing & Logistics,PO Box 857 Brisbane QLD 4001,YES,NO,OPEN,,,,,,,CW2267958,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,12/07/2018,"1,400,000.00",AUD,Marks Earthworx,113 Blackwood Street Mitchelton QLD 4053,YES,NO,OPEN,,,,,,,CW2265113,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,11/07/2018,"1,320,000.00",AUD,Toxfree Australia Pty Ltd,PO Box 957 Coopers Plains QLD 4108,YES,NO,OPEN,,,,,,,CW2265254,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,9/11/2017,"1,161,000.00",AUD,Hitachi Rail STS Australia Pty Ltd,PO Box 1168 Eagle Farm QLD 4009,YES,NO,CLOSED,,,,,,,CW2257628,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,8/01/2018,"1,040,800.00",AUD,Gartner Australasia Pty Ltd,320 Adelaide St Brisbane QLD 4000,YES,NO,OPEN,,,,,,,CW2263248,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/12/2017,"1,000,000.00",AUD,Jacobs Group (Australia) Pty Ltd,PO Box 3848 South Brisbane QLD 4101,YES,NO,OPEN,,,,,,,CW2261763,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/12/2017,"800,000.00",AUD,Donald Cant Watts Corke,340 Adelaide Street Brisbane QLD 4000,YES,NO,OPEN,,,,,,,CW2261715,,CW2258961,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/12/2017,"750,000.00",AUD,Rockfield Technologies Australia Pt,155 Hugh Street Currajong QLD 4812,YES,NO,OPEN,,,,,,,CW2261792,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/01/2018,"700,000.00",AUD,Jacobs Group (Australia) Pty Ltd,PO Box 3848 South Brisbane QLD 4101,YES,NO,CLOSED,,,,,,,CW2261823,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL AND POWER SYSTEMS ENGINEERING,13/02/2017,"550,000.00",AUD,Advisian Pty Ltd,60 Albert Street Brisbane QLD 4000,YES,NO,OPEN,,,,,,,CW2252228,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,25/01/2021,"530,148.00",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,NO,NO,CLOSED,,,,,,,CW2288469,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ETCS ,15/06/2020,"497,220.00",AUD,WSP Australia Pty Limited,GPO Box 5394 Sydney NSW 2001,YES,NO,,,,,,,,CW2283097,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,18/11/2015,"369,467.00",AUD,Deputec Pty Ltd,177 Botany Road Waterloo NSW 2017,YES,NO,,,,,,,,CW2243188,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/01/2021,"357,904.80",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,4502387733,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,26/07/2018,"168,200.00",AUD,Donohoe Consulting Pty Ltd,6 Willis Street Gordon Park QLD 4031,YES,NO,,,,,,,,CW2268297,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,22/01/2021,"142,894.40",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,4502392018,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,18/01/2021,"139,966.20",AUD,White Industries,PO Box 350 Dalby QLD 4405,NO,NO,,,,,,,,4502389279,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,7/03/2018,"100,000.00",AUD,Cardno Qld Pty Ltd,PO Box 1619 Cairns North QLD 4870,YES,NO,,,,,,,,CW2261706,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,20/12/2017,"100,000.00",AUD,Core Consultants Pty Ltd,PO Box 5569 Maroochydore BC QLD 4558,YES,NO,,,,,,,,CW2261712,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV OFFICE MACHINES,3/12/2020,"57,200.00",AUD,E3 Advisory Pty Ltd,10 Eagle Street Brisbane QLD 4000,YES,NO,,,,,,,,4502380008,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,24/09/2020,"40,025.41",AUD,Progress Rail Services,24 Daisy Street Revesby NSW 2212,YES,NO,,,,,,,,4502358389,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,29/10/2020,"37,428.02",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,YES,NO,,,,,,,,4502370194,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,28/01/2021,"32,895.50",AUD,SMEC Australia Pty Ltd,PO Box 5333 South Brisbane QLD 4101,NO,NO,,,,,,,,4502394245,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,22/01/2021,"24,750.00",AUD,Jasmond Transport Pty Ltd,495 Anzac Avenue Toowoomba QLD 4350,NO,NO,,,,,,,,4502391963,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",8/08/2017,"12,623,000.00",AUD,M & G Crushing & Materials Pty Ltd,PO Box 210 Walkamin QLD 4872,YES,NO,OPEN,Stand-alone Agreement,Unlimited,"Non-price criteria:
Operational requirements - 40%
Physical and Commercial Capability - 30%
Quality Management - 15%
Safety Management - 15%

Overall:
Non-price - 60%
Price - 40%",Supply of railway ballast,Not applicable,The Engineer may accept or reject the lot for a reduced level of service based on the Engineer's assessment of the consequences of the deficiencies on the performance of the Ballast.,CW2257125,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,7/06/2017,"9,789,319.00",AUD,Data #3 Limited,67 High Street Toowong QLD 4066,YES,NO,CLOSED,,,,,,,CW2258124,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,6/06/2017,"9,533,104.00",AUD,Data #3 Limited,67 High Street Toowong QLD 4066,YES,NO,CLOSED,,,,,,,CW2257342,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OPSTRVTRAIN DEL,21/12/2017,"8,814,407.00",AUD,Progress Rail Services,24 Daisy Street Revesby NSW 2212,YES,NO,OPEN,,,,,,,CW2261256,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,30/04/2018,"7,500,000.00",AUD,JWB Construction Pty Ltd,26 BLUE EAGLE DRIVE MEADOWBROOK QLD 4131,YES,NO,OPEN,,,,,,,CW2266410,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,30/04/2018,"6,300,000.00",AUD,All Rail Services Pty Ltd,37 Benjul Drive Beenleigh QLD 4207,YES,NO,OPEN,,,,,,,CW2266300,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,30/04/2018,"5,200,000.00",AUD,T6 Rail Specialists Pty Ltd,13 Pease Street Manoora QLD 4870,YES,NO,OPEN,,,,,,,CW2266436,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FIRE PROTECTION,3/04/2018,"5,041,537.00",AUD,Fire Services Queensland Pty Ltd,1/20 Valente Close Chermside QLD 4032,YES,NO,OPEN,,,,,,,CW2262282,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,15/01/2018,"3,150,000.00",AUD,Sonic Healthplus Pty Ltd,PO BOX 1237 Osborne Park WA 6916,YES,NO,OPEN,,,,,,,CW2262062,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",8/08/2017,"2,671,000.00",AUD,Glendon Quarry Trust,PO Box 711 Emerald QLD 4720,YES,NO,OPEN,,,,,,,CW2257115,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",DESKTOP SOFTWARE,26/06/2018,"2,566,428.00",AUD,SAP Australia Pty Ltd,168 Walker Street North Sydney NSW 2060,YES,NO,OPEN,,,,,,,CW2267856,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,14/06/2018,"1,806,560.00",AUD,TSA Management Pty LTtd,207 Kent Street Sydney NSW 2000,YES,NO,OPEN,,,,,,,CW2266366,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,5/03/2019,"1,186,940.00",AUD,Ranbury Management Group Pty Ltd,270 Adelaide Street Brisbane QLD 4000,YES,NO,CLOSED,,,,,,,CW2272397,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",IT ACCESSORIES,26/06/2019,"706,144.00",AUD,Techwell Enterprise Solutions,PO Box 3185 Helensvale Town Centre QLD 4212,NO,NO,OPEN,,,,,,,CW2285810,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,17/11/2017,"408,500.00",AUD,Homestead Computer Solutions,20 Cocos Drive Ningi QLD 4511,YES,NO,,,,,,,,CW2260987,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,1/11/2018,"319,000.00",AUD,Metro Trains Australia Pty Ltd,700 Collins Street Docklands VIC 3008,YES,NO,,,,,,,,CW2270727,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUBSCRIPTIONS,12/12/2016,"273,000.00",AUD,Nearmap Australia Pty Ltd,6-8 Underwood Street Sydney NSW 2000,YES,NO,,,,,,,,CW2252760,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/12/2017,"200,000.00",AUD,RPS Australia East Pty Ltd,PO Box 1559 Fortitude Valley QLD 4006,YES,NO,,,,,,,,CW2261794,,CW2258961,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",IT DESKTOP - SW/HW & SERVICES,22/09/2020,"198,000.00",AUD,Sapiens (UK) Limited,1 George Street Uxbridge Middlesex LO W42BX,YES,NO,,,,,,,,CW2285172,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",DESKTOP SOFTWARE,22/02/2019,"167,786.02",AUD,Laboratorio Di Ingegneria,C/O Studio Degrassi - Via Mazzin 20 Trieste TS 34121,YES,NO,,,,,,,,CW2268403,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,19/03/2018,"111,560.00",AUD,Bronwyn McAdam,PO Box 214 The Gap QLD 4061,YES,NO,,,,,,,,CW2265593,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/01/2021,"58,255.30",AUD,SMC Corporation (Australia) Pty Ltd,17 Shannon Place Virginia QLD 4014,YES,NO,,,,,,,,4502389073,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,25/02/2021,"29,603.20",AUD,Schneider Electric (Australia),78 Waterloo Road MacQuarie Park NSW 2113,NO,NO,,,,,,,,4502403236,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,22/01/2021,"27,715.60",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,YES,NO,,,,,,,,4502392018,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","DESIGN, ARCHITECTURE & CERTIFICATION",9/02/2021,"24,650.00",AUD,Sparc Solution Positive,PO Box 1777 Toowong QLD 4066,NO,NO,,,,,,,,CW2289719,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,15/02/2021,"23,650.00",AUD,Donohoe Consulting Pty Ltd,6 Willis Street Gordon Park QLD 4031,NO,NO,,,,,,,,4502397991,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,24/02/2021,"19,996.35",AUD,Specialised Force Pty Ltd,68 Northlink Place Northgate QLD 4013,NO,NO,,,,,,,,4502402962,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,22/01/2021,"12,267.59",AUD,Jasmond Transport Pty Ltd,495 Anzac Avenue Toowoomba QLD 4350,YES,NO,,,,,,,,4502391963,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/01/2021,"12,232.00",AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,YES,NO,,,,,,,,4502387733,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/02/2021,"11,538.49",AUD,Atlas Copco Compressors Australia,88 Stradbroke Street Heathwood QLD 4110,NO,NO,,,,,,,,4502397344,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",28/07/2017,"5,973,000.00",AUD,Barro Group Pty Ltd,PO Box 663 Carlton VIC 3053,YES,NO,OPEN,,,,,,,CW2257109,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",DESKTOP SOFTWARE,26/06/2018,"4,318,461.00",AUD,SAP Australia Pty Ltd,168 Walker Street North Sydney NSW 2060,YES,NO,OPEN,,,,,,,CW2267854,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL AND POWER SYSTEMS ENGINEERING,13/12/2016,"2,467,200.00",AUD,Norton Project Solutions Pty Ltd,PO Box 843 Indooroopilly QLD 4068,YES,NO,OPEN,,,,,,,CW2251813,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/04/2017,"2,379,656.00",AUD,Sigtech Solutions Australia Pty Lim,PO Box 1040 Indooroopilly QLD 4068,YES,NO,CLOSED,,,,,,,CW2256491,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/04/2016,"2,309,316.00",AUD,TSA Management Pty LTtd,207 Kent Street Sydney NSW 2000,YES,NO,CLOSED,,,,,,,CW2245094,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,2/06/2017,"1,907,202.06",AUD,Software AG Australia Pty Ltd,182 Blues Point Road McMahons Point NSW 2060,YES,NO,CLOSED,,,,,,,CW2257956,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,25/03/2015,"1,648,236.75",AUD,Austbreck Pty Ltd,36 Westpool Drive Hallam VIC 3803,YES,NO,CLOSED,,,,,,,4600032038,,CON-5636,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/06/2017,"1,600,000.00",AUD,MRD Rail Technologies Pty Ltd,235 South Street Cleveland QLD 4163,YES,NO,CLOSED,,,,,,,CW2257486,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/04/2019,"1,200,000.00",AUD,Mondo Power Pty Ltd,"Level 26/2, South Boulevard Southbank VIC 3006",YES,NO,OPEN,,,,,,,CW2274046,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,17/07/2017,"1,130,000.00",AUD,Cubis Systems,73 Ballarat - Carngham Road Winter Valley VIC 3358,YES,NO,CLOSED,,,,,,,CW2258011,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",IT ACCESSORIES,26/06/2019,"950,000.00",AUD,Techwell Enterprise Solutions,PO Box 3185 Helensvale Town Centre QLD 4212,YES,NO,OPEN,,,,,,,CW2285810,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,18/12/2017,"802,547.00",AUD,Rail Management Consultants,541 Kent Street Sydney NSW 2000,YES,NO,CLOSED,,,,,,,CW2260604,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,10/11/2016,"799,162.51",AUD,ESRI Australia,111 Elizabeth Street Brisbane QLD 4000,YES,NO,CLOSED,,,,,,,CW2251418,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/01/2018,"786,470.00",AUD,Jacobs Group (Australia) Pty Ltd,PO Box 3848 South Brisbane QLD 4101,YES,NO,CLOSED,,,,,,,CW2261823,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ETCS ,15/06/2020,"597,220.00",AUD,WSP Australia Pty Limited,GPO Box 5394 Sydney NSW 2001,YES,NO,CLOSED,,,,,,,CW2283097,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/12/2017,"584,550.00",AUD,Benestar Group Pty Ltd,44 Market Street Sydney NSW 2000,YES,NO,OPEN,,,,,,,CW2262172,,CON-5971,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUBSCRIPTIONS,30/06/2017,"583,146.10",AUD,Infoview Technologies Pty Ltd,15 Adelaide Street Brisbane QLD 4000,YES,NO,CLOSED,,,,,,,CW2253870,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,30/06/2020,"573,000.00",AUD,Deloitte Consulting Pty Ltd,225 Level 9 George Street Sydney NSW 2000,YES,NO,CLOSED,,,,,,,CW2284639,,,,,
